Unit Code	Short Unit Title
NRSG206	ABORIGINAL HEALTH
NRSG207	CLINICAL NURSING PRACTICE
NRSG212	MENTAL HLTH & SUBSTANCE ABUSE
NRSG213	INTRODUCT'N TO PALLIATIVE CARE
NRSG215	INTRO TO NURSING RESEARCH
NRSG221	TOWARDS A MIDWIFE SELF
NRSG224	NURSING PRACTICE FOR SPEC CARE
NRSG226	HEALTH AND HEALTH PRACTICES
NRSG229	COMPLEMENTARY NURSING THERAPY
NRSG232	GLOBAL HEALTH
NRSG234	INTRO: TRAD CHINESE MEDICINE
NRSG236	COMMUNITY PARTICIPATION
NRSG237	CONTEXTS OF NURSING 3
NRSG238	MENTAL HEALTH NURSING PRACTICE
NRSG239	COMPLEX NURSING PRACTICE 1
NRSG240	CONTEXTS OF NURSING 4
NRSG241	SPIRITUALITY IN HEALTH CARE
NRSG245	THERAPEUTICS IN MIDWIFERY
NRSG252	THERAPEUTIC COMMUNICATION
NRSG253	PROMOTING FAMILY HEALTH
NRSG254	CARE OF PEOPLE WITH DEMENTIA
NRSG257	CHILD, ADOLESC. & FAM. NURSING
NRSG258	ACUTE CARE NURSING 1
NRSG259	PROMO. HEALTH IN EXTENDED CARE
NRSG261	CLIN. INTEGRATION: ACUTE CARE
NRSG262	CLIN. INTEGRATION: MENTAL HTH
NRSG334	WOMEN'S HEALTH PRACTICE
NRSG343	ETHICS FOR HOLISTIC PRACTICE
NRSG344	CONTEXTS OF NURSING 5
NRSG345	COMPLEX NURSING PRACTICE 2
NRSG346	REALISING PROFESSIONAL PRACT.
NRSG347	CONTEXTS OF NURSING 6
NRSG348	TOWARDS PROFESSIONAL PRACT. 1
NRSG349	TOWARDS PROFESSIONAL PRACT. 2
NRSG353	ACUTE CARE NURSING 2
NRSG354	CLIN. INTEGRATION:COMPLEX CARE
NRSG355	CLIN. INTEGRATION: PROF. PRAC.
NRSG356	MED. SURG. NURSING PRACTICE
NRSG357	MENTAL HEALTH NURSING PRAC.
NRSG358	HIGH DEP. NURSING PRACTICE
NRSG359	PERI-OP NURSING PRACTICE
NRSG360	REHAB NURSING PRACTICE
NRSG361	PAED&CHILD HEALTH NURS. PRAC.
NRSG362	MATERNITY NURSING PRACTICE
NRSG363	ONC&PAL CARE NURSING PRACTICE
NRSG364	AGED CARE NURSING PRACTICE
NRSG365	COMMUNITY NURSING PRACTICE
NRSG366	PARTNERSHIPS IN CHRONICITY
NRSG367	TRANSITION TO PROF. NURSING
NRSG400	RESEARCH METHODS (HONS)
NRSG401	TRAD'NS & CHALLENGES NURS
NRSG406	HONOURS THESIS F/T (PART B)
NRSG407	HONOURS THESIS P/T (PART B)
NRSG408	HONOURS THESIS P/T (PART C)
NRSG409	HONOURS THESIS (PART A)
NRSG412	HONOURS THESIS (PART A)
NRSG413	HONOURS THESIS (PART B)
NRSG414	HONOURS THESIS P/T (PART C)
NRSG415	HONOURS THESIS P/T (PART D)
NRSG511	FOUNDATIONS OF SPECIALTY PRAC
NRSG512	DIMENSIONS OF SPECIALTY PRAC
NRSG515	MIDWIFERY FOUNDATIONS
NRSG516	CHILDBEARING FOUNDATIONS
NRSG517	MIDWIFERY PRACTICE 1
NRSG518	PRACTICE PARTNERSHIPS
NRSG520	CHILDBEARING CHALLENGES
NRSG521	MIDWIFERY PRACTICE 2
NRSG522	FAMILY MENTAL HEALTH&WELLNESS
NRSG600	FOUNDATIONS CLINICAL EDUCATION
NRSG601	TEACHING IN CLINICAL SETTINGS
NRSG602	ASSESSING & EVALUATG CLIN EDUC
NRSG603	CURRICULUM DESIGN & DEVELOPMT
NRSG604	NURSE HEALTH PROMOTER & EDUCAT
NRSG606	INTERPRETING HEALTH RESEARCH
NRSG608	THESIS (PART-TIME)
NRSG609	THESIS (FULL-TIME)
NRSG610	INTERPRETING HEALTH RESEARCH
NRSG611	INDEPEND STUD/RES/PROJ/ELEC FT
NRSG612	INDEPEND STUD/RES/PROJ/ELEC PT
NRSG617	EVIDENCED-BASED PRACTICE B
NRSG618	COLLABORATIVE PRAC & IMPR'VMT
NRSG619	MANAGING COMPLEX CARE
NRSG622	ADV CLIN ASSESS FOR NURS PRAC
NRSG623	EVID BASED PRAC FOR NURS PRAC
NRSG626	INQUIRY INTO NURSING PRACTICE
NRSG627	NURSING INQUIRY PROJECT F/T
NRSG630	NURSING INQUIRY PROJECT ACCL A
NRSG632	FOUNDATIONS OF SPECIALTY PRAC
NRSG633	SPECIALTY PRACTICE 1
NRSG634	DIMENSIONS SPECIALTY PRACTICE
NRSG635	SPECIALTY PRACTICE 2
NRSG640	INTERPRETING HEALTH RESEARCH
NRSG646	QUALITATIVE RESEARCH METHODS
NRSG647	QUANTITATIVE RESEARCH METHODS
NRSP616	TECHNOLOGY IN HEALTH CARE
NRST601	RESEARCH THESIS (F/T)
NRST602	RESEARCH THESIS P/T
NRST604	BECOMING A NURSE LEADER
NRST605	NURSING MODELS & THEORIES
NRST611	INDEPENDENT STUDY 1
NRST616	QUALITATIVE RESEARCH METHODS
NRST617	QUANTITATIVE RESEARCH METHODS
NRST619	TEACHING  LEARNING & NURSING
OHSE201	PRINCIPLES OF OHS
OHSE202	PRINCIPLES OF ENVIRON MANAMGT
OHSE211	CASE STUDIES IN OHSE
OHSE221	OHSE HAZARDS
OHSE311	OHSE MANAGEMENT
OHSE321	OHSE RISK MANAGEMENT
OHSE331	OHSE LAW
OHSE341	OHSE PERFORMANCE MEASUREMENT
OHSE601	PRINCIPLES OF OHSE MANAGEMENT
OHSE602	OHSE MANAGEMENT SYSTEMS
OHSE603	OHSE RISK MANAGEMENT
OHSE604	OHSE LAW
OHSE611	OHSE AUDITING
OHSE612	ERGONOMIC AND HUMAN FACTORS
OHSE621	TOXOCOL & OCCUPATIONAL HYGIENE
OHSE622	OHSE EPIDEMIOLOGY
OTHY100	FOUNDATIONS OF OT
OTHY101	HEALTH & OCCUPATION
PERF102	THE NATURE OF DRAMA
PERF104	INTRODUCTION TO DRAMA
PERF200	CHILDREN'S THEATRE
PERF205	THE PRODUCTION PROCESS
PERF207	AUSTRALIAN DRAMA
PERF208	COMEDY
PERF211	MODERN DRAMA
PERF212	MODERNISM TO POST-MODERNISM
PERF215	SCREEN STUDIES
PERF219	DRAMA IN THE COMMUNITY
PERF302	DRAMA: INDEPENDENT STUDY
PERF314	CONTEMPORARY THEATRE
PERF315	PLAYS AND PLAYHOUSES
PERF316	PLAYWRITING
PERF317	THEATRE IN A SOCIAL CONTEXT
PERF318	SHAKESPEARE'S THEATRE
PERF319	THEATRE PERFORMANCE
PERF320	AUSTRALIAN INDIGENOUS DRAMA
PERS302	EMPLOYMENT RELATIONS
PERS303	ORGANISATIONAL CHANGE
PERS305	ANALYSIS OF HUMAN RESOURCE MGT
PERS310	INTERNATIONAL HR MANAGEMENT
PERS601	WORKPLACE RELATIONS
PHDA701	DOCTORAL THESIS FT
PHDA702	DOCTORAL THESIS PT
PHDB701	DOCTORAL THESIS FT
PHDB702	DOCTORAL THESIS PT
PHDC701	DOCTORAL THESIS FT
PHDC702	DOCTORAL THESIS PT
PHDD701	DOCTORAL THESIS FT
PHDD702	DOCTORAL THESIS PT
PHDE701	DOCTORAL THESIS FT
PHDE702	DOCTORAL THESIS PT
PHDF701	DOCTORAL THESIS FT
PHDF702	DOCTORAL THESIS PT
PHDG701	DOCTORAL THESIS FT
PHDG702	DOCTORAL THESIS PT
PHDH701	DOCTORAL THESIS FT
PHDH702	DOCTORAL THESIS PT
PHDL701	DOCTORAL THESIS FT
PHDL702	DOCTORAL THESIS PT
PHDM701	DOCTORAL THESIS (HIGH) FT
PHDM702	DOCTORAL THESIS (HIGH) PT
PHDN701	DOCTORAL THESIS FT
PHDN702	DOCTORAL THESIS PT
PHDO701	DOCTORAL THESIS FT
PHDO702	DOCTORAL THESIS PT
PHDP701	DOCTORAL THESIS FT
PHDP702	DOCTORAL THESIS PT
PHDQ701	DOCTORAL THESIS FT
PHDQ702	DOCTORAL THESIS PT
PHDR701	DOCTORAL THESIS FT
PHDR702	DOCTORAL THESIS PT
PHDS701	DOCTORAL THESIS FT
PHDS702	DOCTORAL THESIS PT
PHDT701	DOCTORAL THESIS FT
PHDT702	DOCTORAL THESIS PT
PHDU701	DOCTORAL THESIS FT
PHDU702	DOCTORAL THESIS PT
PHDV701	DOCTORAL THESIS FT
PHDV702	DOCTORAL THESIS PT
PHDW701	DOCTORAL THESIS FT
PHDW702	DOCTORAL THESIS PT
PHDX701	DOCTORAL THESIS FT
PHDX702	DOCTORAL THESIS PT
PHDY701	DOCTORAL THESIS FT
PHDY702	DOCTORAL THESIS PT
PHIL100	INTRO TO PHILOSOPHICAL ENQUIRY
PHIL101	REASON AND ARGUMENT
PHIL102	THEORIES OF HUMAN NATURE
PHIL103	ORIGINS OF WESTERN PHILOSOPHY
PHIL104	INTRODUCTION TO ETHICS
PHIL105	VALUES AND BELIEFS
PHIL200	CONTEMPORARY MORAL PROBLEMS
PHIL201	BIOETHICS
PHIL202	POLITICAL & SOCIAL PHILOSOPHY
PHIL203	CITIZENSHIP, VALUES & EDUC.
PHIL204	PHILOSOPHY OF KNOWLEDGE
PHIL205	MIND MATTERS
PHIL206	METAPHYSICS
PHIL208	FAITH & REASON
PHIL209	PHILOSOPHY OF ART
PHIL210	MEANING, TRUTH AND REALITY
PHIL212	CURRENTS: ANALYTIC PHILOSOPHY
PHIL213	RECENT EUROPEAN PHILOSOPHY
PHIL214	MEDIEVAL PHILOSOPHY
PHIL215	MODERN WESTERN PHILOSOPHY
PHIL216	THE ENLIGHTENMENT
PHIL217	PHILOSOPHY OF EAST & WEST
PHIL218	ISSUES IN MORAL PHILOSOPHY
PHIL220	PHILOSOPHY: SPECIAL STUDY
PHIL221	MODERN CATHOLIC THINKERS
PHIL506	ETHICS IN FAITH-BASED CONTEXT
PHIL507	THE PHILOSOPHY OF HUMAN RIGHTS
PHIL508	IMPACT: REGUL & LEGAL FRAMEWKS
PHIL509	COMP INTERESTS:CHOICE&CONFLICT
PHIL510	INTRODUCING PHIL FOR THEOL
PHIL604	ISSUES IN PHILOSOPHY OF RELGN
PHIL605	PHILOSOPHY AND THE MORAL LIFE
PHIL606	VALUES, BELIEFS & PRAC ETHICS
PHIL609	PRINCIPLES OF BIOETHICS
PHIL616	SPECIAL STUDIES IN PHILOSOPHY
PHIL617	PHILOSOPHY PROJECT A
PHIL618	PHILOSOPHY PROJECT B
PHIL621	THE PROBLEM OF EVIL
PHIL630	GOD, THE UNIVERSE & EVERYTHING
PHIL631	THE PROBLEM OF EVIL
PHIL632	TRUTH AND INTERPRETATION
PHIL636	SPECIAL STUDIES IN PHILOSOPHY
PHIL637	PHILOSOPHY PROJECT A
PHTY100	PHYSIOTHERAPY ANATOMY 1
PHTY101	PHYSIOTHERAPY ANATOMY 2
PHTY102	FOUND. OF PHYSIOTHERAPY PRAC.1
PHTY103	FOUND. OF PHYSIOTHERAPY PRAC.2
PHTY200	PHYSIOTHERAPY PATHOPHYSIOLOGY1
PHTY201	PHYSIOTHERAPY PATHOPHYSIOLOGY2
PHTY202	MOVEMENT SCIENCE & PRACTICE 1
PHTY203	CLINICAL EXERCISE PHYSIOLOGY
PHTY204	MOVEMENT SCIENCE & PRACTICE 2
PHTY205	CARDIORESPIRATORY SCI.& PRAC.1
PHTY206	MUSCULOSKELETAL SCI. & PRAC.1
PHTY207	MUSCULOSKELETAL SCI. & PRAC. 2
PHTY300	CARDIORESPIRATORY SCI.& PRAC.2
PHTY301	MUSCULOSKELETAL SCI. & PRAC. 3
PHTY302	NEUROLOGICAL SCIENCE & PRAC. 1
PHTY303	NEUROLOGICAL SCIENCE & PRAC. 2
PHTY304	PAEDIATRIC PHYSIOTHERAPY PRAC1
PHTY305	PHYSIOTHERAPY PRACTICE 1
PHTY306	PHYSIOTHERAPY PRACTICE 2
POLS100	THE NATURE OF DEMOCRACY
POLS101	INTRO TO AUSTRALIAN POLITICS
POLS200	ISSUES IN AUSTRALIAN POLITICS
POLS201	MIDDLE EASTERN POLITICS
POLS203	INTRO TO AMERICAN POLITICS
POLS205	POLITICAL PSYCHOLOGY
POLS308	POLITICS & PUBLIC POLICY
POLS309	WORLD POLITICS & JUSTICE
PSYC100	PSYCHOLOGY A
PSYC101	PSYCHOLOGY B
PSYC104	RESEARCH DESIGN & STATISTICS 1
PSYC200	LIFE SPAN DEVELOPMENT
PSYC204	BIOLOGICAL PSYCHOLOGY
PSYC205	LEARNING AND PERCEPTION
PSYC206	RESEARCH DESIGN &STATISTICS 2
PSYC207	CROSS CULTURAL PSYCHOLOGY
PSYC208	PSYCHOLOGY OF ORGANISATIONS
PSYC209	PSYCHOLOGY OF RELIGION
PSYC210	COMMUNICATION SKILLS
PSYC211	SMALL GROUP PROCESSES
PSYC212	ABNORMAL PSYCHOLOGY
PSYC300	THEORIES OF PERSONALITY
PSYC304	ABNORMAL PSYCHOLOGY
PSYC307	COGNITIVE PSYCHOLOGY
PSYC309	PSYCHOLOGICAL TESTING
PSYC310	PSYCHOLOGICAL SERVICES EXP.
PSYC311	RESEARCH DESIGN & STATISTICS 3
PSYC312	INDIVIDUAL DIFF'ENCES&ASSESM'T
PSYC313	SOCIAL PSYCHOLOGY
PSYC405	COMPARATIVE PSYCHOLOGY
PSYC407	HISTORY & PHILOSOPHY OF PSYCH
PSYC409	RESEARCH PROJECT A
PSYC410	HONOURS THESIS A
PSYC412	PSYCHOLOGY OF AGEING
PSYC413	PROFESSIONAL ISSUES AND ETHICS
PSYC414	CULTURAL ISSUES FOR PSYCLGTS
PSYC415	THEORIES AND PSYCHOANALYSIS
PSYC420	RESEARCH PROJECT B
PSYC421	HONOURS THESIS B
PSYC422	COGNITIVE NEUROPSYCHOLOGY
PSYC423	ASSESSMENT AND INTERVENTION
PSYC424	RESEARCH METHODS
PSYC613	PRACTICUM A
PSYC614	PRACTICUM B
PSYC615	PRACTICUM C
PSYC616	THESIS-PART 1
PSYC617	THESIS-PART 2
PSYC618	THESIS-PART 3
PSYC630	PSYCHOLOGICAL ASSESSMENT
PSYC631	PSYCHOLOGICAL DISORDERS
PSYC632	FOUNDATIONS OF PRACTICE
PSYC633	COUNSELLING ONE TO ONE
PSYC634	RESEARCH METHODS
PSYC635	ASSESSMT & INTERVENTNS ADULTS
PSYC636	CHILD YOUTH&FAMILY INTERVENTNS
PSYC637	HEALTH PSYCHOLOGY
PSYC645	LEARNING PROCESSES & PROBLEMS
PSYC646	TYPICAL & ATYPICAL DEVELOPMENT
PSYC647	ADVANCED ED & DEV ASSESSMENT
PSYC702	PRACTICUM D
PSYC703	PRACTICUM E
PSYC704	THESIS - PART 4
PSYC705	THESIS - PART 5
PSYC706	THESIS - PART 6
PSYC707	THESIS - PART 7
PSYC708	PRACTICUM F
PSYC709	PRACTICUM G
PSYC711	PRACTICUM E
PSYC720	ADV ASSESSMT IN CLINICAL PSYCH
PSYC721	GROUP AND FAMILY THERAPY
PSYC730	CONSULT IN EDUCATIONAL SETTING
PSYC731	ADV SEMINAR PSYCHO ED PRACTICE
RESE601	RESEARCH:LIT REVIEW & PROPOSAL
RESE602	META-THEOR PERSP: RES DESIGN
RESE603	CRIT THINKING: REASON & LOGIC
RESE604	RES:QUALITATIVE & QUANTITATIVE
RESE605	ETHICS IN RESEARCH
RESE606	WRITING&PRESENTNG PUBLICATIONS
RESE607	LIB & INFO SKILLS FOR RESEARCH
RESE608	ORIENTATION
SCIT204	SCIENCE FOR TECHNOLOGISTS
SCIT400	RESEARCH METHODS
SDAB302	INDIGENOUS STUDIES CURRICUL 1
SDAB400	INDIGENOUS STUDIES CURRICUL 2
SDAC615	INDIGENOUS EDUCATION IN AUST
SDFD127	CONTEXTS FOR LEARN'G & DEV
SDFD133	UNDERSTANDING LEARNING
SDFD220	TEACH'G & MAN'G LEARN'G ENVIR
SDFD221	CREAT'G INC' SAFE & SUPP SCHLS
SDFD307	EDUCATIONAL ASSESSMENT
SDFD447	DIVERSITY IN THE CLASSROOM
SDFD452	TRANSITION INTO THE PROFESSION
SDFD454	CURRICULLUM LITERACIES
SDFX110	PROFESSIONAL EXPERIENCE 1
SDFX170	PROFESSIONAL EXPERIENCE 1
SDFX207	COMMUNITY ENGAGEMENT PROGRAM
SDFX214	PROFESSIONAL EXP SECONDARY 2
SDFX311	PROFESSIONAL EXP SECONDARY 3
SDFX409	INTERNSHIP
SDLA202	LITERATURE/DRAMA FOR TEACHERS
SDLA438	ENGLISH C&T 1
SDLA439	ENGLISH C&T2
SDRE300	RELIGIOUS ED C&T 1
SDSS412	CAREER & WORK EDUCN/CURRICULUM
SDSS420	HISTORY C & T 1
SDSS421	HISTORY C&T 2
SOAB100	CULTURE & ID: AUS INDIG COMM
SOAB200	INDIGENOUS LIVES
SOAB201	CONTEMP ISSUES: INDIGENOUS AUS
SOAB202	AUS POL: IMPACT INDIG CONTEXT
SOCG102	INTRODUCTION TO FAMILY STUDIES
SOCG103	HISTORICAL PERSPECT ON FAMILY
SOCG104	SOCIAL ISSUES AND POLICY
SOCG200	FAMILIES IN CRISIS
SOCG201	FAMILIES & MAJOR INSTITUTIONS
SOCG202	FAMILY SUPPORT PROGRAMS
SOCG203	FAMILY AND WORK
SOCG204	MARRIAGE/RELATIONSHIP EDUCATN
SOCG205	SPECIAL TOPICS: FAMILY STUDIES
SOCG211	PRACTICAL 1
SOCG212	PRACTICAL 2
SOCG213	PRACTICAL 3
SOCG214	PRACTICAL 4
SOCG232	RECREATION & LEISURE
SOCG233	COMMUNITY NETWORKS
SOCG234	DEVELOPMENT OF COMMUNITY
SOCG235	FAMILY AND THE LAW
SOCG236	SOCIAL ISSUES AND POLICY
SOCG302	SOCIAL SCIENCE PRACTICUM
SOCI608	CONTEMP HUMAN SERVICE MGMT
SOCI610	SOCIAL JUSTICE & ADVOCACY
SOCS100	INTRODUCTION TO SOCIOLOGY
SOCS108	CONTEMPORARY SOCIETY & CHANGE
SOCS204	CULTURE AND SOCIETY
SOCS206	GLOBALISATION
SOCS207	QUALITATIVE SOCIO RES METHODS
SOCS209	SOC OF RACE & ETHNICITY IN AUS
SOCS217	SOCIOLOGY AND AGEING
SOCS226	AUSTRALIAN YOUTH CULTURES
SOCS234	SOCIOLOGICAL THEORY & PRACTICE
SOCS235	SOCIOLOGY OF HEALTH & ILLNESS
SOCS236	SOCIOLOGY OF CHILDHOOD&FAMILY
SOCS237	QUANTITATIVE SOCIO RES METHODS
SOCS238	SOCIOLOGY OF THE ENVIRONMENT
SOCS239	SOCIOLGY OF GENDER & SEXUALITY
SOCS241	SOCIOLOGY OF WORK
SOCS404	SOCIAL SCIENCES METHODOLOGY
SOCS406	ADVANCE STUDIES IN SOCIOLOGY A
SOCS407	ADVANCE STUDIES IN SOCIOLOGY B
STAT102	BUSINESS DATA ANALYSIS
STAT104	INTRODUCTION TO DATA ANALYSIS
STAT201	STATISTICS AND PROBABILITY
STAT204	ANALYSING BUSINESS DATA
STAT205	ENVIRONMENTAL DATA ANALYSIS
SWTP302	ETHICS JUSTICE & CORRECTIONS
SWTP304	CRITICAL INCIDENT MANAGEMENT
SWTP305	MANAGING IN THE WORKPLACE
SWTP308	INTRODUCTION TO SOCIAL WORK
SWTP309	FRAMEWORKS: SOCIAL WORK PRAC
SWTP310	SOCIAL WORK FIELD EDUCATION 1
SWTP311	SOC WK: CHILDREN, YOUTH & FAM
SWTP312	SOC WK PRAC: INDIV & GROUPS 1
SWTP313	SOCIAL WORK RESEARCH
SWTP314	SOCIAL WORK AND LAW
SWTP315	CORRECTIONAL PRACTICE
SWTP400	PUBLIC POL FOR SOCIAL WORKERS
SWTP401	SOCIAL WORK PRAC: COMMUNITIES
SWTP402	SOCIAL WORK AND MENTAL HEALTH
SWTP403	SOCIAL WORK FIELD EDUCATION 2
SWTP404	ORGANISATIONAL PRACTICE
SWTP405	SOCIAL WORK HONS RES SEMINAR
SWTP406	SOCIAL WK HONS THESIS A [F/T]
SWTP407	SOCIAL WK HONS THESIS B [F/T]
SWTP410	SOCIAL WK HONS THESIS 2 [P/T]
SWTP411	SOC WK PRAC: INDIV & GROUPS 2
SWTP412	INDIV/COMM RISK AND RESILIENCE
SWTP413	SOC WK HONS THESIS 3 (P/T)
SWTP414	SOCIAL WK HONS THESIS 1 (P/T)
SWTP601	TWO UNIT PROJECT
SWTP602	LEADERSHIP: HUMAN SERVICES ORG
SWTP603	SUPERVISION/CONSULT: HUM SERVS
SWTP604	SPECIAL STUDY: HUMAN SERVICES
SWTP605	CHILD PROTECTN CONTXT & POLICY
SWTP615	FAMILIES: HIGH & COMPLEX NEEDS
SWTP616	MODELS:INTERVENTN IN HUM SERVS
SWTP617	CROSS CULTURAL PRACTICE
SWTP618	ETHICS OF HUMAN SERVICES PRAC
SWTP619	WELFARE RIGHTS & COMMUNTY SERV
SWTP620	SOCIAL WORK THEORY AND ETHICS
SWTP621	CONTEXT FOR SOCIAL WORK
SWTP622	SOCIAL WORK WITH INDIVIDUALS
SWTP623	LEGAL SYSTEMS & MENTAL HEALTH
SWTP624	CHILDREN YOUTH AND FAMILY
SWTP625	FIELD PRACTICUM 1
SWTP626	SOCIAL WORK AND GROUPS
SWTP627	SOCIAL WORK WITH COMMUNITIES
SWTP628	SOCIAL WORK AND POLICY
SWTP629	SOCIAL WORK RESEARCH
SWTP630	SOCIAL WORK SPECIAL STUDIES
SWTP631	FIELD PRACTICUM 2
TBEO100	THEOLOGY
TBEO122	THEOLOGY
TBEO200	SACRAMENTS: LIFE OF THE CHURCH
TBEO231	SACRAMENTS: IN THE CHURCH
TBEO300	BIBLICAL STUDIES
TBEO351	BIBLICAL STUDIES
TECH105	DESIGN PRINCIPLES
TECH107	DESIGN ISSUES IN TIMBER
TECH108	DESIGNING WITH TEXTILES
TECH206	DESIGN ISSUES IN METAL
TECH207	FOOD MANAGEMENT
TECH208	DESIGN AND MANUFACTURING
TECH209	TEXTILE INDUSTRIES
TECH210	FOOD AND NUTRITION
TECH211	CONTROL SYSTEMS
TECH212	TEXTILE INNOVATIONS
TECH213	FOOD INDUSTRIES
TECH301	ENGINEERING FOUNDATIONS 1
TECH303	ENGINEERING FOUNDATIONS 2
TECH306	MANAGING INNOVATION
TECH307	DESIGN & TECHNOLOGY INTERNSHIP
THBS100	INTRODUCTION TO THE BIBLE
THBS102	BIBLICAL LANGUAGES FOR MINISTR
THBS200	PAULINE LITERATURE
THBS201	THE SYNOPTIC TRADITION
THBS203	JOHANNINE LITERATURE
THBS204	BIBLICAL PROPHETS
THBS205	NARRATIVES OF ANCIENT ISRAEL
THBS206	JEWISH SOCIETY:200BCE TO 200CE
THBS207	EARLIEST CHRISTIANITY:30-100CE
THBS208	SPECIAL STUD: BIBLICAL STUDIES
THBS500	A SYNOPTIC GOSPEL
THBS501	BIBICAL STUDIES
THBS600	BIBLE LANDS STUDY TOUR
THBS602	NEW TESTAMENT CHRISTOLOGY
THBS603	PAULINE LITERATURE
THBS631	LITERATURE OF THE HEBREW BIBLE
THBS632	NEW TESTAMENT CHRISTOLOGY
THBS633	PAULINE LITERATURE
THBS634	THE GOSPEL OF JOHN
THCP100	THE SIGNS OF THE TIMES
THCP103	INTRODUCTION TO YOUTH MINISTRY
THCP200	PRAYER AND LITURGY
THCP201	MINISTRY STUDIES
THCP202	FAITH AND HUMAN DEVELOPMENT
THCP203	CHRISTIAN THEOLOGICAL ETHICS
THCP204	THEOLGY PSYCH & HUMAN EXPERNC
THCP205	CHURCH AND SOCIAL CONTEXT
THCP206	ECOLOGY AND THEOLOGY
THCP207	CHRISTIAN COMMUNITY EXPERIENCE
THCP208	THEOLOGY OF COMMUNICATION
THCP210	MISSION OF THE CHURCH
THCP211	PRACTICUM IN MINISTRY
THCP212	THE CHURCHS TEACHING MINISTRY
THCP213	THE MINISTRY OF PASTORAL CARE
THCP214	UNITING WORSHIP
THCP215	WORKING WITH FAMILIES
THCP216	SPECIAL STUDIES:CHRISTIAN PRAC
THCP217	PREACHING
THCP500	THE CHURCH REACHING OUT
THCP501	COMMUNIC & PROCESSES IN GROUPS
THCP502	ADVANCED PREACHING
THCP503	EXPLORING PARISH CULTURE
THCP504	TEACH. MINISTRY IN THE CHURCH
THCP505	BUILDING COMMUNITY
THCP506	PRACTICUM 1
THCP507	PRACTICUM 2
THCP508	EXERCISING LEADERSHIP
THCP509	REFORMED & EVANGELICAL WORSHIP
THCP512	EFFECTIVE MINISTRY:COMM&PROCES
THCP513	EXPLORING PARISH CULTURE
THCP514	FOUNDATIONS IN LITURGY
THCP602	FOUNDATIONS OF SOCIAL JUSTICE
THCP606	SPIRITUALITY MIN PRACTICE 1
THCP607	SPIRITUALITY MIN PRACTICE 2
THCP610	THE CHURCH REACHING OUT
THCP630	THE CHURCH REACHING OUT
THCP631	EXERCISING LEAD IN MINISTRY
THCP632	FOUNDATIONS OF SOCIAL JUSTICE
THCP633	ISSUES IN CHRISTIAN ETHICS
THCT100	WHAT CHRISTIANS BELIEVE
THCT101	THE CHURCH IN HISTORY
THCT102	EARLY CHURCH TO 500CE
THCT200	JESUS CHRIST TODAY
THCT201	THEOLOGY: SOURCES AND METHODS
THCT202	CHRIST. SYMBOL RITUAL & SACRA
THCT203	HUMANITY HOPE AND SALVATION
THCT204	DEFINING MOMENTS CHURCH HISTRY
THCT205	CHURCH: COMMUNION & COMMUNITY
THCT206	CHURCH REFORM IN 16TH&17 CENT
THCT207	CHURCH:PURPOSES & PRACTICES
THCT208	THE BIBLE & CHRISTIAN ETHICS
THCT209	REFORMED ETHICS
THCT210	SPECIAL STUD:CHRISTIAN THOUGHT
THCT211	JESUS, GOD AND SALVATION
THCT301	THE TRIUNE GOD
THCT302	CONTEMP APPROACHES TO THEOLOGY
THCT303	FATHERS AND HERETICS
THCT304	GOD CRUCIFIED
THCT500	FOUNDATIONS OF CHRISTIAN FAITH
THCT502	SACRAMENTS OF INITIATION
THCT600	CREATION, GRACE AND SALVATION
THCT602	SACRAMENTS AND SACRAMENTALITY
THCT630	CREATION, GRACE AND SALVATION
THCT631	FUNDAMENTALS IN THEOLOGY
THCT632	SACRAMENTS AND SACRAMENTALITY
THEL203	NEW TESTAMENT GREEK A
THEL204	ECCLESIASTICAL LATIN A
THEL205	ECCLESIASTICAL LATIN B
THEL206	ECCLESIASTICAL LATIN C
THEL208	NEW TESTAMENT GREEK B
THEL400	RESEARCH METHODS SEMINAR
THEL401	SPECIAL STUDIES IN THEOLOGY 1
THEL402	SPECIAL STUDIES IN THEOLOGY 2
THEL403	HONOURS THESIS A (FULL-TIME)
THEL404	HONOURS THESIS B (FULL-TIME)
THEL405	HONOURS THESIS A (PART-TIME)
THEL406	HONOURS THESIS B (PART-TIME)
THEL407	HONOURS THESIS C (PART-TIME)
THEL408	HONOURS THESIS D (PART-TIME)
THEL505	NEW TESTAMENT GREEK A
THEL506	NEW TESTAMENT GREEK B
THEL602	THEOLOGY TODAY
THEL603	INTRODUCTION TO MINISTRY
THEL604	CATHOLIC SOCIAL THOUGHT
THEL605	THEOL REFLECTION ON MINISTRY
THEL606	LEADERSHIP IN MINISTRY
THEL607	MINISTRY PRACTICUM 1
THEL608	MINISTRY PRACTICUM 2
THEL609	CONTEXTS OF MINISTRY
THEL611	MINISTRY IN CONTEMPORARY AUS
THEL615	YOUTH MINISTRY
THEL617	ECCLESIASTICAL LATIN C
THEL618	CHARISM SPIRIT REL CONGREGAT
THEL619	INTRO TO THEOL & PHIL RESEARCH
THEL620	SPECIAL STUDIES IN THEOLOGY
THEL621	THEOLOGY PROJECT A
THEL622	THEOLOGY PROJECT B
THEL623	THEOLOGY PROJECT C
THEL627	LEAD MISSION CATH CARE HUM PER
THEL630	SPECIAL STUDIES IN THEOLOGY
THEL631	THEOLOGY PROJECT A
THEL632	THEOLOGY PROJECT B
